Site,Li,Сутки,Неделя,Месяц,Доступ
insite-crm.ru,No,0,0,0,
instagramtools.ru,No,0,0,0,
instaitherm.ru,No,0,0,0,
instaline.ru,No,0,0,0,
instcommunity.ru,No,0,0,0,
integerit.ru,No,0,0,0,
integracia-online.ru,No,0,0,0,
integrology.ru,No,0,0,0,
intellectplatform.ru,No,0,0,0,
intellectualplatform.ru,No,0,0,0,
intellosport.ru,No,0,0,0,
interauto-kzn.ru,No,0,0,0,
internet-komplekt.ru,No,0,0,0,
intim-pk.ru,No,0,0,0,
intoptravel.ru,No,0,0,0,
introfilm.ru,No,0,0,0,
invalidacys.ru,No,0,0,0,
investa24.ru,No,0,0,0,
investkitchen.ru,No,0,0,0,
iopbiz.ru,No,0,0,0,
iotzovik.ru,No,0,0,0,
iouserg.ru,No,0,0,0,
ipashapasha.ru,No,0,0,0,
iphone-online-market.ru,No,0,0,0,
ipkostin.ru,No,0,0,0,
ipochinyu.ru,No,0,0,0,
iq4pq.ru,No,0,0,0,
iqgamesnn.ru,No,0,0,0,
iqkino.ru,No,0,0,0,
iqpampers.ru,No,0,0,0,
iqpq.ru,No,0,0,0,
iqtrain.ru,No,0,0,0,
iranforge.ru,No,0,0,0,
iridansamara.ru,No,0,0,0,
irinakrasovskaya.ru,Hide,0,0,0,
irkcomfort.ru,No,0,0,0,
irspneh.ru,No,0,0,0,
irtnews.ru,No,0,0,0,
iservis-omsk.ru,No,0,0,0,
islamdine.ru,No,0,0,0,
islamnuri.ru,No,0,0,0,
ismart72.ru,No,0,0,0,
isuppose.ru,No,0,0,0,
it-profile17.ru,No,0,0,0,
it-stl.ru,No,0,0,0,
itftenis.ru,No,0,0,0,
itrafic.ru,No,0,0,0,
itservice60.ru,No,0,0,0,
itsflower.ru,Yes,0,0,22,
itwhale.ru,No,0,0,0,
ivan-shop.ru,No,0,0,0,
ivanovartem.ru,No,0,0,0,
ivanovnn.ru,No,0,0,0,
ivashek.ru,No,0,0,0,
ivoadem.ru,No,0,0,0,
ivpopy.ru,Yes,0,0,0,
iw-news.ru,No,0,0,0,
iwanttoeat.ru,No,0,0,0,
iyhtxap.ru,No,0,0,0,
izmwuqw.ru,No,0,0,0,
iztvoroga.ru,Hide,0,0,0,
jarfest.ru,No,0,0,0,
jargontv.ru,No,0,0,0,
jauouxk.ru,No,0,0,0,
jazezzut.ru,No,0,0,0,
jdm-guru.ru,No,0,0,0,
jeboxnop.ru,No,0,0,0,
jeepwranglerclubgarage.ru,No,0,0,0,
jeunessegeneration.ru,No,0,0,0,
jewelerdart.ru,No,0,0,0,
jeytroll.ru,No,0,0,0,
jfmroow.ru,No,0,0,0,
jgne.ru,No,0,0,0,
jihembar.ru,No,0,0,0,
jobie.ru,No,0,0,0,
jobnatasha.ru,No,0,0,0,
jodevzom.ru,No,0,0,0,
jointvisacenter.ru,No,0,0,0,
jokelist.ru,No,0,0,0,
joukof.ru,No,0,0,0,
journalstyle.ru,No,0,0,0,
journey-blog.ru,No,0,0,0,
joyray.ru,No,0,0,0,
joysweets.ru,No,0,0,0,
jukozjib.ru,No,0,0,0,
juliatotti.ru,No,0,0,0,
junqi.ru,No,0,0,0,
jurgarantprav.ru,No,0,0,0,
juromcuj.ru,No,0,0,0,
justitherm.ru,No,0,0,0,
juyhau.ru,No,0,0,0,
jyhiltuw.ru,No,0,0,0,
jyphoto.ru,No,0,0,0,
k-element.ru,No,0,0,0,
k-stoma.ru,No,0,0,0,
kabardinka2017.ru,No,0,0,0,
kahecsak.ru,No,0,0,0,
kaifs.ru,No,0,0,0,
kak-dostavit-udovolstvie.ru,No,0,0,0,
kak-otteret.ru,No,0,0,0,
kak-potratit.ru,No,0,0,0,
kakavtor.ru,No,0,0,0,
kakdostavitudovolstvie.ru,No,0,0,0,
kakperevodit.ru,No,0,0,0,
kakpotratit.ru,No,0,0,0,
kakzarabotatbezvlogenii.ru,No,0,0,0,
kalmykija-elista.ru,No,0,0,0,
kam32ar.ru,No,0,0,0,
kamneman.ru,No,0,0,0,
kamnemaniya.ru,No,0,0,0,
kaori-bphe.ru,No,0,0,0,
kapelist.ru,No,0,0,0,
kapitalomania.ru,No,0,0,0,
kaptur-ivanovo.ru,No,0,0,0,
karaokearena.ru,No,0,0,0,
karasuk-poster.ru,No,0,0,0,
karelija-petrozavodsk.ru,No,0,0,0,
kartakredit.ru,No,0,0,0,
kartinagp.ru,No,0,0,0,
kasko-osago177.ru,No,0,0,0,
kasuelkop.ru,No,0,0,0,
kate32.ru,No,0,0,0,
kategoria01.ru,No,0,0,0,
katrin-tyumen.ru,No,0,0,0,
katringovard.ru,No,0,0,0,
katyalima.ru,No,0,0,0,
kavekkyr.ru,No,0,0,0,
kazmagazine.ru,No,0,0,0,
kazzino-vullkan.ru,No,0,0,0,
kecevmuk.ru,No,0,0,0,
kedi-online.ru,No,0,0,0,
keepline.ru,Yes,0,0,56,
keikomatsui.ru,No,0,0,0,
kelomaj.ru,No,0,0,0,
kemerovo-vape.ru,No,0,0,0,
kerabot.ru,No,0,0,0,
kerry-chehov.ru,No,0,0,0,
kesea.ru,No,0,0,0,
kfcm.ru,No,0,0,0,
kfrd-neptun.ru,No,0,0,0,
kharbedia.ru,No,0,0,0,
khayatov-bog.ru,No,0,0,0,
khlyustov.ru,No,0,0,0,
kiberone.ru,No,0,0,0,
kibersmart.ru,No,0,0,0,
kid39.ru,No,0,0,0,
kidlo-nikita.ru,No,0,0,0,
kidqhv.ru,No,0,0,0,
kimypsob.ru,No,0,0,0,
kinglin.ru,No,0,0,0,
kingstudy.ru,No,0,0,0,
kino-kino-online-2017.ru,No,0,0,0,
kinogo-kinozz.ru,Yes,0,0,8,
kinomovi.ru,Yes,4,10,47,
kinoonlinehd.ru,No,0,0,0,
kipoler.ru,No,0,0,0,
kirfonar.ru,No,0,0,0,
kirillkrot.ru,No,0,0,0,
kirkadom.ru,No,0,0,0,
kirtorrenta.ru,No,0,0,0,
kiskis-gavgav.ru,No,0,0,0,
kit-lider.ru,No,0,0,0,
kitinterio.ru,No,0,0,0,
kitmas.ru,No,0,0,0,
kitogo.ru,No,0,0,0,
kitojzad.ru,No,0,0,0,
kitvape.ru,No,0,0,0,
kivettaj.ru,No,0,0,0,
klauto.ru,No,0,0,0,
klein-best.ru,No,0,0,0,
klen-workshop.ru,No,0,0,0,
klient-plus.ru,No,0,0,0,
klinikauqyr.ru,No,0,0,0,
klioshop.ru,No,0,0,0,
klubnikasort77.ru,No,0,0,0,
klubvideo.ru,No,0,0,0,
klumbaroz.ru,No,0,0,0,
knigamebeli.ru,No,0,0,0,
kntdr.ru,No,0,0,0,
kochkinafoto.ru,No,0,0,0,
kocour.ru,No,0,0,0,
koiera.ru,No,0,0,0,
kokarevaia.ru,No,0,0,0,
kolca-sergi.ru,No,0,0,0,
kolesa-pechatniki.ru,Hide,0,0,0,
kolesnikovpavel.ru,No,0,0,0,
kolgotkiekb.ru,No,0,0,0,
koliaski-indigo.ru,No,0,0,0,
kombikorm-purina.ru,No,0,0,0,
komi-syktyvkar.ru,No,0,0,0,
kominipistroy.ru,No,0,0,0,
komozad.ru,No,0,0,0,
kompitmk.ru,No,0,0,0,
kompozitregion.ru,Hide,0,0,0,
konceptautoo.ru,No,0,0,0,
kondicionery-vigodno.ru,No,0,0,0,
konfettishow73.ru,No,0,0,0,
konkinmn.ru,No,0,0,0,
kontekst-direkt.ru,No,0,0,0,
korcon.ru,No,0,0,0,
koreanmusthave.ru,No,0,0,0,
korpus73.ru,No,0,0,0,
kosmetik21vek.ru,No,0,0,0,
kosmetolog-nvrsk.ru,No,0,0,0,
kosmetolog46.ru,No,0,0,0,
kosmicheskoe.ru,No,0,0,0,
kosmo-mir.ru,No,0,0,0,
kosmosale.ru,No,0,0,0,
kosta-pro.ru,No,0,0,0,
kostahetagurova.ru,No,0,0,0,
kostinbab.ru,No,0,0,0,
kotoridev.ru,No,0,0,0,
kottedzh-odincovskiy-raion.ru,No,0,0,0,
kovka-elementov.ru,No,0,0,0,
kp-vedomosti.ru,No,0,0,0,
kprfvi.ru,No,0,0,0,
kpvedomosti.ru,No,0,0,0,
kran-montazh.ru,No,0,0,0,
kran62.ru,No,0,0,0,
krasboom.ru,No,0,0,0,
krasdiplom24.ru,No,0,0,0,
krasmatic.ru,No,0,0,0,
krasmedved.ru,No,0,0,0,
krasnoyarskshop.ru,No,0,0,0,
krasnyi-perekop.ru,No,0,0,0,
kravets-studio.ru,No,0,0,0,
krdlyfq.ru,No,0,0,0,
krimotels.ru,No,0,0,0,
krimregion.ru,No,0,0,0,
kristinaart.ru,No,0,0,0,
kronacars.ru,No,0,0,0,
krono-plast.ru,No,0,0,0,
krovelnaya-membrana.ru,No,0,0,0,
kruatadd.ru,No,0,0,0,
krupnojbazar.ru,No,0,0,0,
krymskiy-vektor.ru,No,0,0,0,
ksk-online.ru,No,0,0,0,
kssistems.ru,No,0,0,0,
kt2a.ru,No,0,0,0,
ktoirkutsk.ru,No,0,0,0,
kubansalat.ru,No,0,0,0,
kubikpro.ru,No,0,0,0,
kubprodukt.ru,No,0,0,0,
kudapoest.ru,No,0,0,0,
kudytqal.ru,No,0,0,0,
kufpuf.ru,No,0,0,0,
kuhni-kzn.ru,No,0,0,0,
kuhni4u.ru,No,0,0,0,
kukulika.ru,No,0,0,0,
kupibitel.ru,No,0,0,0,
kupiburger.ru,No,0,0,0,
kupiprodaivse.ru,No,0,0,0,
kupitdosky.ru,No,0,0,0,
kupitlogotip.ru,No,0,0,0,
kupitmedok.ru,No,0,0,0,
kupittkani.ru,No,0,0,0,
kupitur-online.ru,No,0,0,0,
kupivpodarok24.ru,No,0,0,0,
kursbankrot.ru,No,0,0,0,
kursi-kroiki-ekat.ru,No,0,0,0,
kursk-rt.ru,No,0,0,0,
kuzmother.ru,No,0,0,0,
kvartira-gubkinskiy.ru,No,0,0,0,
kvartira-muravlenko.ru,No,0,0,0,
kvartira-nadym.ru,No,0,0,0,
kvartira-nefteyugansk.ru,No,0,0,0,
kvartira-nizhnevartovsk.ru,No,0,0,0,
kvartira-noyabrsk.ru,No,0,0,0,
kvartira-nurengoy.ru,No,0,0,0,
kvartira-tobolsk.ru,No,0,0,0,
kvartira-tyumen.ru,No,0,0,0,
kvartira-yugansk.ru,No,0,0,0,
kvartiragubkinskiy.ru,No,0,0,0,
kvartiranadym.ru,No,0,0,0,
kvartiranoyabrsk.ru,No,0,0,0,
kvartiranur.ru,No,0,0,0,
kvartiranurengoy.ru,No,0,0,0,
kvartiraskidka.ru,No,0,0,0,
kvartiratobolsk.ru,No,0,0,0,
kvartiratyumen.ru,No,0,0,0,
kvartiravarendu24.ru,No,0,0,0,
kvartirayugansk.ru,No,0,0,0,
kvartirka-nk.ru,No,0,0,0,
kwachas.ru,No,0,0,0,
kwc-studio.ru,No,0,0,0,
kykart.ru,Yes,476,2795,15692,
kylie-cosmetic-spb.ru,No,0,0,0,
kylie-lipstick-original.ru,No,0,0,0,
kyliecosmetiq.ru,No,0,0,0,
kylielipss.ru,No,0,0,0,
kypieto.ru,No,0,0,0,
kyxdyq.ru,No,0,0,0,
kyznets-tula.ru,Yes,0,0,0,
kyzordag.ru,No,0,0,0,
l-smebel.ru,No,0,0,0,
la2corsica.ru,No,0,0,0,
lablanding.ru,Yes,0,2,388,
labspage.ru,No,0,0,0,
ladatoys.ru,No,0,0,0,
ladyle.ru,No,0,0,0,
lafloren.ru,No,0,0,0,
lak-lobadur.ru,No,0,0,0,
lakodas.ru,No,0,0,0,
laligtec.ru,No,0,0,0,
lanceplans.ru,No,0,0,0,
landingpagecopy.ru,No,0,0,0,
landingshops.ru,No,0,0,0,
langtest.ru,No,0,0,0,
laoweiv.ru,No,0,0,0,
lapostec.ru,No,0,0,0,
latexnhatrang.ru,No,0,0,0,
latishew.ru,No,0,0,0,
laund.ru,No,0,0,0,
lawadvo.ru,No,0,0,0,
lawyer-lobnya.ru,No,0,0,0,
lawyer-mo.ru,No,0,0,0,
laza-info.ru,Yes,13,92,137,
lazarev-mag.ru,No,0,0,0,
lclux.ru,No,0,0,0,
ldistudio.ru,No,0,0,0,
ldpr09.ru,No,0,0,0,
leadexpertise.ru,No,0,0,0,
leakedsource.ru,No,0,0,0,
leched.ru,No,0,0,0,
lechenieofir.ru,No,0,0,0,
leches.ru,No,0,0,0,
lecoblus.ru,No,0,0,0,
ledinformer.ru,No,0,0,0,
ledlikers.ru,No,0,0,0,
legconsulting.ru,No,0,0,0,
legend-lf.ru,Yes,13,142,743,
legkij.ru,No,0,0,0,
legochild.ru,No,0,0,0,
legokassa.ru,No,0,0,0,
lekyrryq.ru,No,0,0,0,
lekzak.ru,No,0,0,0,
lelisnw.ru,No,0,0,0,
lenasheryakova.ru,No,0,0,0,
lendingpenza.ru,No,0,0,0,
leningradskiy-stroimvmeste.ru,No,0,0,0,
lenns.ru,No,0,0,0,
lentochnyi-grinder.ru,No,0,0,0,
leogracias.ru,No,0,0,0,
lepeshka-sakura-buhta.ru,No,0,0,0,
leratup.ru,No,0,0,0,
les-sad.ru,No,0,0,0,
leshbromaster.ru,No,0,0,0,
lesnyeuchastki.ru,No,0,0,0,
letscookit.ru,No,0,0,0,
lewarewe.ru,No,0,0,0,
lexie.ru,No,0,0,0,
lexus2017.ru,No,0,0,0,
lfw-sochi.ru,No,0,0,0,
lgtsqq.ru,No,0,0,0,
liasacompany.ru,No,0,0,0,
liberterra.ru,No,0,0,0,
life-hack-sovety.ru,No,0,0,0,
lifelighte.ru,No,0,0,0,
lifeograph.ru,No,0,0,0,
lifepainting.ru,No,0,0,0,
ligaotsov.ru,No,0,0,0,
light-digital.ru,No,0,0,0,
lightchaos.ru,No,0,0,0,
lightdigital.ru,No,0,0,0,
liifile.ru,No,0,0,0,
likemap.ru,No,0,0,0,
likeubk.ru,No,0,0,0,
lilidoll.ru,No,0,0,0,
lilofee.ru,Yes,0,0,0,
limitedshop.ru,No,0,0,0,
lin2interlude.ru,Yes,447,1508,5163,
linibeby-nn.ru,No,0,0,0,
linkeng.ru,No,0,0,0,
linters.ru,No,0,0,0,
liselqir.ru,No,0,0,0,
litkamin.ru,No,0,0,0,
litvision.ru,No,0,0,0,
livebumper.ru,No,0,0,0,
livedeals.ru,No,0,0,0,
liveinmiami.ru,Yes,0,0,0,
liveitherm.ru,No,0,0,0,
livingsmart.ru,No,0,0,0,
livvy.ru,No,0,0,0,
ljubit.ru,No,0,0,0,
lkuivd.ru,No,0,0,0,
llpdoris.ru,No,0,0,0,
lmc-agency.ru,No,0,0,0,
lmlvhkh.ru,No,0,0,0,
lnfjnxhp.ru,No,0,0,0,
lobuche.ru,No,0,0,0,
locates.ru,No,0,0,0,
locksmith161.ru,No,0,0,0,
logmo.ru,No,0,0,0,
logopedagog.ru,No,0,0,0,
logynov-mag.ru,No,0,0,0,
lom71.ru,No,0,0,0,
lomonosovacademy.ru,No,0,0,0,
longshez.ru,No,0,0,0,
lookad.ru,No,0,0,0,
lopeman.ru,No,0,0,0,
lorinaroman.ru,Yes,1,2,4,
loryart.ru,No,0,0,0,
lovender.ru,No,0,0,0,
lovewins.ru,No,0,0,0,
lovi-dengi.ru,No,0,0,0,
lovimomento.ru,No,0,0,0,
lovqin.ru,No,0,0,0,
low-cheats.ru,Yes,4,39,178,
lowads.ru,No,0,0,0,
loxotrono.ru,No,0,0,0,
lp-otk.ru,No,0,0,0,
lpfire.ru,No,0,0,0,
lptut.ru,No,0,0,0,
lr-pobeda.ru,No,0,0,0,
lte-antenny.ru,No,0,0,0,
luckyfind.ru,No,0,0,0,
luckyhostel.ru,No,0,0,0,
luk38.ru,No,0,0,0,
lukoilkambarskayatankfarm.ru,No,0,0,0,
lumanshop.ru,No,0,0,0,
lunestia.ru,No,0,0,0,
luqdjmx.ru,No,0,0,0,
lurdita.ru,No,0,0,0,
lurye-studio.ru,No,0,0,0,
lustrons.ru,No,0,0,0,
luxuryroses.ru,No,0,0,0,
luxurywatchesbn.ru,No,0,0,0,
lwpfvpq.ru,No,0,0,0,
lydiggij.ru,No,0,0,0,
lyiss.ru,No,0,0,0,
lylugqem.ru,No,0,0,0,
lzhe-science.ru,No,0,0,0,
m2-anapa.ru,No,0,0,0,
m2anapa.ru,No,0,0,0,
madeinrussiaproduct.ru,No,0,0,0,
madeinrussiaproducts.ru,No,0,0,0,
mademanclub.ru,No,0,0,0,
magazin-maximstroy.ru,No,0,0,0,
magazinseksshop.ru,Yes,0,3,13,
magentoworld.ru,No,0,0,0,
magiccalendar.ru,No,0,0,0,
magios.ru,No,0,0,0,
magiro.ru,No,0,0,0,
mail-zz.ru,No,0,0,0,
mailoz.ru,No,0,0,0,
mailresponse.ru,No,0,0,0,
maimholding.ru,No,0,0,0,
makeba.ru,No,0,0,0,
makita-opt.ru,No,0,0,0,
makoshko.ru,No,0,0,0,
makulatura-karton.ru,No,0,0,0,
malwqo.ru,No,0,0,0,
mamavbloge.ru,No,0,0,0,
mamba55.ru,No,0,0,0,
mandarin-82.ru,No,0,0,0,
mangosteen-best.ru,No,0,0,0,
marcelachiquita.ru,No,0,0,0,
mari-market.ru,No,0,0,0,
mariarulit.ru,No,0,0,0,
marijoshkar-ola.ru,No,0,0,0,
market-dlya-dachi.ru,No,0,0,0,
marketingexpert21.ru,No,0,0,0,
maryanina-semeiniibizness.ru,No,0,0,0,
maryway.ru,No,0,0,0,
mashurkot.ru,No,0,0,0,
massazhkursy.ru,No,0,0,0,
master-1nsk.ru,No,0,0,0,
master-texniki.ru,No,0,0,0,
mastera-rus.ru,No,0,0,0,
masteraufa.ru,No,0,0,0,
masterbaben.ru,No,0,0,0,
masterclean23.ru,No,0,0,0,
masterelektronik.ru,No,0,0,0,
mastergolchinskij.ru,No,0,0,0,
masterotel.ru,No,0,0,0,
mastervent-msk.ru,No,0,0,0,
masterwebsite.ru,No,0,0,0,
masukfb.ru,No,0,0,0,
matidgih.ru,No,0,0,0,
matustore.ru,No,0,0,0,
mausikotausi.ru,No,0,0,0,
mausykotausy.ru,No,0,0,0,
max1ight.ru,No,0,0,0,
maxserver10.ru,No,0,0,0,
maxserver9.ru,No,0,0,0,
mayakovskiballet.ru,No,0,0,0,
maybetravel.ru,No,0,0,0,
mbamama.ru,No,0,0,0,
mbuks.ru,Yes,378,2573,11185,
mc-reklama.ru,No,0,0,0,
mccert.ru,No,0,0,0,
mcfabrika.ru,No,0,0,0,
mcpemod.ru,No,0,0,0,
mdmteam.ru,No,0,0,0,
meacc.ru,No,0,0,0,
meat-offal.ru,No,0,0,0,
mebeldaromspb.ru,No,0,0,0,
mebelmass.ru,No,0,0,0,
mebelru-shop.ru,No,0,0,0,
mechanic-games.ru,No,0,0,0,
med-tablet.ru,No,0,0,0,
medcentracux.ru,No,0,0,0,
media183.ru,No,0,0,0,
mediane.ru,No,0,0,0,
medicinayjyc.ru,No,0,0,0,
medicinelife.ru,No,0,0,0,
medinstitoper.ru,No,0,0,0,
medinstitupres.ru,No,0,0,0,
medknizhki777.ru,No,0,0,0,
medmassage96.ru,No,0,0,0,
medtrash.ru,No,0,0,0,
medved24.ru,No,0,0,0,
mega-sale4you.ru,No,0,0,0,
megapolis22.ru,No,0,0,0,
megapolis77.ru,No,0,0,0,
megazdorovie.ru,No,0,0,0,
meitherm.ru,No,0,0,0,
mekasko.ru,No,0,0,0,
mel-ding.ru,No,0,0,0,
menovkan.ru,No,0,0,0,
mentimes.ru,Yes,0,9,34,
merajbir.ru,No,0,0,0,
mercedes-pobeda.ru,No,0,0,0,
mercedessport.ru,No,0,0,0,
mercury-school.ru,No,0,0,0,
mesas.ru,No,0,0,0,
mestialibi.ru,No,0,0,0,
metaitherm.ru,No,0,0,0,
metali-optom.ru,No,0,0,0,
metallover.ru,No,0,0,0,
metasamara.ru,No,0,0,0,
meteorteam.ru,Yes,2,16,68,
metodshichko.ru,No,0,0,0,
metromodels.ru,No,0,0,0,
metrostom.ru,No,0,0,0,
mgb64.ru,Yes,1,13,51,
mibuder.ru,No,0,0,0,
micevietnam.ru,No,0,0,0,
micsystb.ru,No,0,0,0,
mie-mie.ru,No,0,0,0,
migunn2.ru,No,0,0,0,
migunn3.ru,No,0,0,0,
mihailovka34.ru,No,0,0,0,
mihalcovo.ru,Yes,0,0,0,
mikkazoo.ru,No,0,0,0,
mikro-zajm.ru,Yes,0,1,22,
milkexport.ru,No,0,0,0,
millioner-po-novomy.ru,No,0,0,0,
milparoles.ru,No,0,0,0,
mindsil.ru,No,0,0,0,
mindzone.ru,No,0,0,0,
mine-planet.ru,No,0,0,0,
minedexpe.ru,No,0,0,0,
minpromsvyaz.ru,No,0,0,0,
miosoft.ru,No,0,0,0,
miotoro.ru,No,0,0,0,
mipdecor.ru,No,0,0,0,
mir-tbo.ru,No,0,0,0,
mirberg.ru,No,0,0,0,
mirbon.ru,No,0,0,0,
miriadanews.ru,No,0,0,0,
mirianshop.ru,No,0,0,0,
mirranda.ru,Yes,0,18,127,
mirtbo.ru,No,0,0,0,
mirtepla-perm.ru,Yes,1,4,5,
mirupakovkinsk.ru,No,0,0,0,
mishkatut24.ru,No,0,0,0,
mister-natygnoi.ru,No,0,0,0,
mitretex.ru,No,0,0,0,
mkad23.ru,No,0,0,0,
mkgrupp2013.ru,No,0,0,0,
mko-sz.ru,No,0,0,0,
mks-vityaz.ru,No,0,0,0,
mlgclassic.ru,No,0,0,0,
mma54.ru,No,0,0,0,
mmrec.ru,No,0,0,0,
mnenapodarok.ru,No,0,0,0,
mneteplooo.ru,No,0,0,0,
mnfbaxo.ru,No,0,0,0,
mniq.ru,No,0,0,0,
mnogo-smeha.ru,Yes,2,28,145,
mnogopornoinrussia.ru,No,0,0,0,
mobilinq.ru,No,0,0,0,
mobses.ru,No,0,0,0,
modelny-ryad.ru,No,0,0,0,
modtec.ru,No,0,0,0,
mofts.ru,No,0,0,0,
moigra.ru,No,0,0,0,
moimi-rukami.ru,No,0,0,0,
moiseev-aleks.ru,No,0,0,0,
moja7ja.ru,No,0,0,0,
mojysnej.ru,No,0,0,0,
molbi-1.ru,No,0,0,0,
molochnicanet.ru,No,0,0,0,
moloko-v-svao.ru,Yes,4,48,380,
momostudio.ru,No,0,0,0,
momstyleshop.ru,No,0,0,0,
money-binbank.ru,No,0,0,0,
money-mdm.ru,No,0,0,0,
money-mdmbank.ru,No,0,0,0,
money-mdmgroup.ru,No,0,0,0,
monkey-island.ru,No,0,0,0,
monotoringsuper.ru,No,0,0,0,
more-i-massage.ru,No,0,0,0,
morekup.ru,No,0,0,0,
moreporno24.ru,No,0,0,0,
morozovskstroy.ru,No,0,0,0,
morskaya-pristan.ru,No,0,0,0,
mortalkombatxmobile.ru,No,0,0,0,
moscowcityrent.ru,No,0,0,0,
moscowlimuzin.ru,No,0,0,0,
moshenniki-dnepropetrovsk.ru,No,0,0,0,
moskovkassir.ru,No,0,0,0,
mosremontpro.ru,No,0,0,0,
mostulip.ru,No,0,0,0,
motherpath.ru,No,0,0,0,
motocarrier.ru,No,0,0,0,
motoreplica.ru,No,0,0,0,
motorsport12.ru,No,0,0,0,
motovlogs.ru,No,0,0,0,
motpic.ru,No,0,0,0,
mousikotausi.ru,No,0,0,0,
mousykotausy.ru,No,0,0,0,
moviestuff.ru,No,0,0,0,
moxies.ru,No,0,0,0,
moyabesedka.ru,No,0,0,0,
mozaikatyumen.ru,Yes,0,6,16,
mpa-tehnika.ru,No,0,0,0,
mpfiqpx.ru,No,0,0,0,
mr-tapkin.ru,No,0,0,0,
mrbeer1.ru,No,0,0,0,
mrdominant.ru,No,0,0,0,
mrduck.ru,No,0,0,0,
mredirect.ru,No,0,0,0,
mrskitchen.ru,No,0,0,0,
mskgalant.ru,No,0,0,0,
mskneft.ru,No,0,0,0,
msport-bet.ru,No,0,0,0,
mukhina-elena.ru,No,0,0,0,
mukuoptom.ru,No,0,0,0,
mulcts.ru,No,0,0,0,
mumserp.ru,No,0,0,0,
munavpuf.ru,No,0,0,0,
muqogvot.ru,No,0,0,0,
murejtew.ru,No,0,0,0,
murmanfinansi.ru,Yes,0,2,7,
musicmom.ru,No,0,0,0,
musictextslist.ru,No,0,0,0,
musik-toys.ru,No,0,0,0,
musthaven1.ru,No,0,0,0,
muziker.ru,No,0,0,0,
muzon29.ru,No,0,0,0,
mvk-shop.ru,No,0,0,0,
mvoevodskiy.ru,No,0,0,0,
my-hunter.ru,No,0,0,0,
my-lex.ru,No,0,0,0,
my-selfi-koltso.ru,No,0,0,0,
my-sjcam.ru,No,0,0,0,
myanceva.ru,No,0,0,0,
myarenda-online.ru,No,0,0,0,
myarlight.ru,No,0,0,0,
myavtoreg.ru,No,0,0,0,
mycare24.ru,No,0,0,0,
mycinemaland.ru,No,0,0,0,
myconanexiles.ru,Yes,0,2,6,
mycrimea-open.ru,No,0,0,0,
myfootballstore.ru,No,0,0,0,
myfotorus.ru,No,0,0,0,
myfreken.ru,No,0,0,0,
mygoodjourney.ru,No,0,0,0,
mygrandhouse.ru,No,0,0,0,
myjoin.ru,No,0,0,0,
mylesya.ru,No,0,0,0,
mylibra.ru,No,0,0,0,
mylnichkov.ru,No,0,0,0,
mymazayka.ru,No,0,0,0,
mynwadvgroup.ru,No,0,0,0,
myonlinegames24.ru,No,0,0,0,
myotvet.ru,Yes,0,0,85,
mypiligrim.ru,No,0,0,0,
mypodarok.ru,Yes,0,2,42,
myrobinbobin.ru,No,0,0,0,
mysaleagency.ru,No,0,0,0,
myshaurma.ru,No,0,0,0,
myshopcool.ru,No,0,0,0,
mystandby.ru,No,0,0,0,
mywayhome.ru,No,0,0,0,
n-efanova.ru,No,0,0,0,
na-chasichek.ru,No,0,0,0,
na-chasochek.ru,No,0,0,0,
na-za-kaz.ru,No,0,0,0,
naautsorse.ru,No,0,0,0,
nabatovpsy.ru,Yes,0,0,299,
nabitoc.ru,No,0,0,0,
nacc.ru,No,0,0,0,
nachasichek.ru,No,0,0,0,
nachasochek.ru,No,0,0,0,
nachni-s-menia.ru,Yes,0,3,7,
nadotut.ru,No,0,0,0,
nagomi.ru,No,0,0,0,
nahaxteg.ru,No,0,0,0,
nailideas.ru,Yes,23,171,538,
naoprosah.ru,No,0,0,0,
napodarokmne.ru,No,0,0,0,
narcolog-msc.ru,No,0,0,0,
narcology-moscow.ru,No,0,0,0,
narody-morya.ru,Yes,0,0,0,
naruto-land.ru,No,0,0,0,
nashivkarf.ru,No,0,0,0,
nashivkirf.ru,No,0,0,0,
nashpovar.ru,No,0,0,0,
natalyzvorun.ru,No,0,0,0,
naturalslims.ru,No,0,0,0,
natyrwur.ru,No,0,0,0,
naukatechvesti.ru,No,0,0,0,
naumbleek.ru,No,0,0,0,
nc-product.ru,No,0,0,0,
ndtran.ru,No,0,0,0,
ne-h-nuzen.ru,No,0,0,0,
nebular.ru,No,0,0,0,
nedvigimostvispanii.ru,No,0,0,0,
neftegazgeoterm.ru,No,0,0,0,
neluna.ru,No,0,0,0,
neponaz.ru,No,0,0,0,
neswm.ru,No,0,0,0,
neurozilla.ru,No,0,0,0,
new-gps.ru,No,0,0,0,
new-world1.ru,No,0,0,0,
newitherm.ru,No,0,0,0,
newpeoplespb.ru,No,0,0,0,
news-blog-1.ru,No,0,0,0,
news-blog-2.ru,No,0,0,0,
news-blog-3.ru,No,0,0,0,
news-life95.ru,No,0,0,0,
news-one.ru,No,0,0,0,
news812.ru,No,0,0,0,
newsea.ru,No,0,0,0,
newsforextrade.ru,No,0,0,0,
newsletter510.ru,No,0,0,0,
newsletter520.ru,No,0,0,0,
newsletter530.ru,No,0,0,0,
newsletter540.ru,No,0,0,0,
newsletter550.ru,No,0,0,0,
newsletter560.ru,No,0,0,0,
newsletter570.ru,No,0,0,0,
newsletter580.ru,No,0,0,0,
newsletter590.ru,No,0,0,0,
